,DOY,green relative Year2015.C23,green relative Year2014,green relative Year2013
1,1,0.331260444,0.330976894,NA
2,2,0.326959526,0.327559586,NA
3,3,0.329496539,0.328088709,NA
4,4,0.327881278,0.325464477,0.327434966
5,5,0.32598144,0.331784268,0.333731228
6,6,0.328851813,0.328458968,0.324979639
7,7,0.328920209,NA,0.326880458
8,8,0.331033539,0.327703245,0.332929314
9,9,NA,0.32642827,0.328098138
10,10,0.32996512,0.324960906,0.324594833
11,11,0.326092223,NA,0.325282559
12,12,0.326554467,0.326074539,0.323593866
13,13,0.327646757,NA,0.324809503
14,14,0.334888867,0.332304729,0.325209234
15,15,0.328318872,NA,0.329446384
16,16,0.323901923,NA,0.330888204
17,17,0.330368568,NA,NA
18,18,0.328584546,NA,NA
19,19,0.330416333,NA,NA
20,20,0.328640852,NA,NA
21,21,0.331863618,0.33010565,NA
22,22,0.327573981,0.328557459,NA
23,23,0.331880951,0.328447649,NA
24,24,0.330709159,0.329976508,NA
25,25,0.330706137,0.330108564,NA
26,26,0.331882777,0.328208217,NA
27,27,0.328959865,0.330503252,NA
28,28,0.331818437,0.330176544,NA
29,29,0.329508986,0.326707,NA
30,30,NA,0.328072746,NA
31,31,0.330190869,NA,NA
32,32,0.327835789,0.327159357,NA
33,33,0.328522952,0.32506156,NA
34,34,0.328420653,0.327413406,NA
35,35,0.329675029,0.326460831,NA
36,36,0.329736541,0.330226969,NA
37,37,NA,0.330140783,NA
38,38,NA,0.330864752,NA
39,39,NA,0.327826849,NA
40,40,0.328770392,0.330911912,NA
41,41,NA,0.330551746,NA
42,42,0.327899862,0.325201734,NA
43,43,0.329390547,0.328293774,NA
44,44,0.331860823,0.326734924,0.329894708
45,45,0.331725134,0.327987937,0.327468247
46,46,0.331495291,0.328889974,0.330632865
47,47,0.331714294,0.328382592,0.330569642
48,48,0.331148444,0.328436831,0.328883405
49,49,0.331125909,0.330456145,0.330354568
50,50,0.330689504,0.328968849,0.326946281
51,51,0.329839814,0.328039409,0.327587518
52,52,0.327124453,0.327739695,0.32782279
53,53,0.330140203,0.327997245,0.328942335
54,54,0.330642363,0.328493426,0.327183533
55,55,0.330549067,0.327461042,0.330373002
56,56,0.331733913,0.327459579,0.32906933
57,57,0.330769367,0.327247471,0.327870572
58,58,0.329057475,0.328823768,0.330320373
59,59,0.330038204,0.330562409,0.329893549
60,60,0.330425951,0.326404809,0.326246759
61,61,0.330233092,0.328771987,NA
62,62,0.330136197,0.327523219,NA
63,63,0.330062505,0.32805458,0.330386021
64,64,0.330638789,0.327982735,0.329853756
65,65,0.331135121,0.328190111,0.328190854
66,66,0.329201712,0.32703821,0.330564381
67,67,0.330317807,NA,0.329387863
68,68,0.330237849,NA,0.330428045
69,69,0.330391027,0.330606597,0.330240028
70,70,0.32963636,0.329136912,0.328416227
71,71,0.329854616,0.329478858,0.329196327
72,72,0.330730125,0.329188541,0.327971456
73,73,0.330948893,0.329056646,0.331017663
74,74,0.331782129,0.329763454,0.331664441
75,75,0.330790586,0.329284397,0.329485634
76,76,0.331973332,0.329282642,0.328965357
77,77,0.331287957,0.32912304,0.328624869
78,78,0.331207884,0.327836886,0.329852246
79,79,0.331578336,0.328435238,0.329447134
80,80,0.331754789,0.330050207,0.328809915
81,81,0.331239331,0.329581189,0.331090303
82,82,0.329590749,0.328506734,0.330062106
83,83,0.330765022,0.329472105,0.330414297
84,84,0.331536803,0.328672883,0.330370773
85,85,0.332608574,0.328551784,0.331347411
86,86,0.331605564,NA,0.331371046
87,87,0.33152951,0.330086371,0.330447866
88,88,0.33298426,0.330806554,0.33021994
89,89,0.332151009,0.329381288,0.331113548
90,90,0.33220566,0.329739437,0.330626741
91,91,0.332145731,0.329628423,0.331086598
92,92,0.331213653,0.329785936,0.331378108
93,93,0.333001682,0.329972067,0.331300747
94,94,0.33223345,0.329506582,0.331856722
95,95,0.332102762,0.329907077,0.333238474
96,96,0.332001753,NA,0.330798667
97,97,0.331817397,0.331116835,0.330424344
98,98,0.331842841,0.330513669,0.332532353
99,99,0.332454771,0.327251732,0.331449572
100,100,0.332562229,0.331101628,0.332102141
101,101,0.332909784,0.331522205,0.328272488
102,102,0.333717381,0.331018892,0.331301341
103,103,0.333266869,0.331001828,0.329276943
104,104,0.334630474,0.331315833,0.332227265
105,105,0.333346203,0.332013289,0.331335524
106,106,0.3332876,0.332088703,0.331492029
107,107,0.33314266,0.332671149,0.331491307
108,108,0.335429507,0.332380617,0.332597075
109,109,0.335325031,0.332194695,0.331493264
110,110,0.335572946,0.33177641,0.331490008
111,111,0.336612837,0.333676702,0.332141693
112,112,0.338321269,0.33598851,0.331653945
113,113,0.337123382,0.334962626,0.332509299
114,114,0.340685868,0.334918229,0.332264161
115,115,0.337730234,0.335560693,0.332430929
116,116,0.337730478,0.336547055,0.333122255
117,117,0.336844451,0.336225193,0.335122228
118,118,0.337394823,0.336474563,0.335934943
119,119,0.340768775,0.336797314,0.33546416
120,120,0.340785644,0.337182826,0.334676654
121,121,0.341771386,0.338743167,0.334493855
122,122,0.343782279,0.343053426,0.334797205
123,123,0.345460778,0.345051062,0.335866387
124,124,0.347177759,0.346737975,0.336243894
125,125,0.350128825,0.350487637,0.335552293
126,126,0.349953219,0.352143026,0.336581936
127,127,0.353697451,0.351509897,0.33815691
128,128,NA,0.3516023,0.339820093
129,129,NA,0.355705982,0.342921221
130,130,NA,0.355480537,0.341493576
131,131,NA,0.357227691,0.343333829
132,132,NA,0.353675126,0.347185154
133,133,NA,0.353453127,0.351546631
134,134,0.361449919,0.353708722,0.352548705
135,135,0.364909835,0.355892072,0.355576936
136,136,0.367841395,0.360116514,0.353137683
137,137,0.367961282,0.362496385,0.357421449
138,138,0.366830942,0.368287683,NA
139,139,0.370614752,0.366987417,NA
140,140,0.370194043,0.369055272,0.360821134
141,141,0.372001716,0.37140868,0.361739914
142,142,0.37380565,0.374175672,0.363467425
143,143,0.375938759,0.376605098,0.363218023
144,144,0.37718028,0.379622411,0.364502853
145,145,0.375934827,0.378733326,0.362222598
146,146,0.377580616,0.378280989,0.363295372
147,147,0.376840077,0.380644934,0.365190451
148,148,NA,0.378211471,0.363740813
149,149,0.378411363,0.378751391,0.365597061
150,150,0.379960627,0.378844906,NA
151,151,0.380403665,0.380267107,NA
152,152,0.375361749,0.379531068,NA
153,153,0.375065943,0.381109774,NA
154,154,0.383854432,0.3803841,NA
155,155,0.379786616,0.382404059,0.369173187
156,156,0.382026909,0.381826807,0.367840338
157,157,0.383381865,0.383492335,0.367797175
158,158,0.382170124,0.381891316,0.365212141
159,159,0.383428077,0.382165706,0.368625457
160,160,0.382771172,0.383956257,0.369772343
161,161,0.385218247,0.377933933,0.370371952
162,162,0.383533407,0.381867546,0.370174501
163,163,0.384088818,0.382656471,0.369330705
164,164,0.386017118,0.386054393,0.370694946
165,165,0.384663069,0.382136893,0.367719797
166,166,0.386031311,0.383718474,0.372416211
167,167,0.384332397,0.382626288,0.374166938
168,168,0.380934691,0.382095905,0.373004345
169,169,0.383724787,0.381973169,0.375059255
170,170,0.386042683,0.380920668,0.386661345
171,171,0.383263827,0.384452077,0.372967735
172,172,0.383327796,0.386456624,0.371982694
173,173,0.382308572,0.387074769,0.375785019
174,174,0.382814729,0.387254184,0.373759079
175,175,0.384663544,0.385139133,0.373877603
176,176,0.385046279,0.388726008,0.375179753
177,177,0.385186169,0.39146516,0.371890222
178,178,0.386618679,0.387473207,0.374989627
179,179,0.382866805,0.38663021,0.375319305
180,180,0.37857027,0.389508085,0.375220361
181,181,0.381458259,0.388744344,0.377142023
182,182,0.382959986,0.391549202,0.376642074
