,DOY,green relative Year2015.C58,green relative Year2014,green relative Year2013
1,1,0.366510636,0.375626991,0.367470615
2,2,0.370942973,0.361063981,0.369334403
3,3,0.367846789,0.366070189,0.367632459
4,4,0.370101014,0.366379049,0.369109071
5,5,0.370848538,0.36068887,0.370004334
6,6,0.367005008,0.366193709,0.362205753
7,7,0.363031083,NA,0.369226145
8,8,0.368435622,0.373660441,0.368353898
9,9,0.36253056,0.373854671,0.365114872
10,10,0.369552429,0.361876748,0.366831256
11,11,0.365771794,NA,0.363279882
12,12,0.3653445,NA,0.36154808
13,13,0.370156676,NA,0.367208917
14,14,0.364400392,NA,0.359075688
15,15,0.369069386,NA,0.366845729
16,16,0.370247875,NA,0.35447284
17,17,0.368857499,NA,0.366913407
18,18,0.369208384,NA,0.369590357
19,19,0.368913876,NA,0.368680939
20,20,0.369819047,NA,0.368868644
21,21,0.368632981,0.365820282,0.368359569
22,22,0.37020272,NA,0.369636313
23,23,0.369423295,NA,0.368765712
24,24,0.362359064,NA,0.368148316
25,25,0.370503824,NA,0.367054401
26,26,0.365168958,NA,0.368810677
27,27,0.363664289,NA,0.368572982
28,28,0.369200833,NA,0.368360692
29,29,0.369676149,0.364557948,0.366295931
30,30,NA,0.364226598,0.368642913
31,31,0.368325196,0.36304626,0.368081877
32,32,0.369778077,0.364861578,0.364760262
33,33,0.367730671,0.372024554,0.366611553
34,34,0.369637264,0.365461564,0.368058145
35,35,0.368317403,0.371454331,0.365410843
36,36,0.365147245,0.363377705,0.360442663
37,37,0.36844547,0.364639729,0.367239693
38,38,0.367125447,0.363842738,0.367769497
39,39,0.369407054,0.364802958,0.363502982
40,40,0.364999467,0.361854204,0.367203392
41,41,0.369316024,0.363733718,0.370502068
42,42,0.364978913,0.363036415,0.368244724
43,43,0.365809286,0.363967463,0.371778964
44,44,0.367871744,0.358754441,0.371292077
45,45,0.366820451,0.369584915,0.372485572
46,46,0.36751008,0.363071246,0.370396236
47,47,0.367321675,0.367540556,0.362975039
48,48,0.366400822,0.364187185,0.361682758
49,49,0.36994396,0.362354913,0.370448538
50,50,0.364666591,0.364667955,0.372025642
51,51,0.367404098,0.366698082,0.370979286
52,52,0.370088842,0.36875453,0.370726712
53,53,0.367609031,0.373977525,0.370503015
54,54,0.368914123,0.37368102,0.367599047
55,55,0.368455468,0.372746769,0.359326058
56,56,0.368348243,0.37142817,0.366369612
57,57,0.366035631,0.364816284,0.369875919
58,58,0.36991007,0.365752943,0.352874679
59,59,0.368591273,0.371814029,0.36612566
60,60,0.368570338,0.37245246,0.366003109
61,61,0.369632109,0.368617586,0.369976137
62,62,0.370411175,0.361657275,0.367965369
63,63,0.370739178,0.365793634,0.36912606
64,64,0.366924979,0.369054615,0.370961802
65,65,0.369218088,0.368944252,0.365262681
66,66,0.36912992,0.369477785,0.356587784
67,67,0.370899501,0.371702577,0.361717259
68,68,0.370133548,0.370389893,0.368606551
69,69,0.371975177,0.371543864,0.363216292
70,70,0.371246082,0.37446712,0.366814679
71,71,0.369177867,0.373488196,0.363404672
72,72,0.370049388,0.363102877,0.369796676
73,73,0.36847954,0.369713087,0.367764214
74,74,0.366855285,0.374619846,0.368756647
75,75,0.370270594,0.371905763,0.368892101
