,DOY,green relative Year2015.C68,green relative Year2014,green relative Year2017
1,1,0.336007842,NA,0.332477979
2,2,NA,NA,0.332051449
3,3,0.336070161,NA,0.333971515
4,4,0.33614644,NA,0.333543565
5,5,0.334760551,NA,0.334413329
6,6,0.338983708,NA,0.333390908
7,7,0.335872717,NA,0.33400572
8,8,0.335351826,NA,0.334101147
9,9,0.336228583,NA,0.333351614
10,10,0.335083507,NA,0.334584993
11,11,0.338712215,NA,0.33430603
12,12,0.336634612,NA,0.333892111
13,13,0.335839306,NA,0.334468744
14,14,0.336923491,NA,0.333256494
15,15,0.337369897,NA,0.333217784
16,16,0.335850751,NA,0.330612055
17,17,0.334118748,NA,0.33359309
18,18,NA,NA,0.332866981
19,19,NA,NA,0.331847099
20,20,0.335604701,NA,0.33074451
21,21,NA,NA,0.329518814
22,22,0.333383512,NA,0.333188604
23,23,0.336693065,NA,0.331902365
24,24,0.325120996,NA,NA
25,25,0.334992615,NA,NA
26,26,0.334067484,NA,0.336180251
27,27,0.336242427,NA,0.332954791
28,28,NA,NA,0.337790355
29,29,0.330500676,NA,0.335067406
30,30,NA,NA,0.337527304
31,31,0.333337847,NA,0.335416061
32,32,0.335742097,NA,0.334928512
33,33,0.344040165,NA,0.335817305
34,34,0.338267365,NA,0.33540584
35,35,0.337963902,NA,0.336218385
36,36,0.338685581,NA,0.336382018
37,37,0.340375486,NA,0.33524542
38,38,0.335930666,NA,0.334564351
39,39,0.335193593,NA,0.336348767
40,40,0.333357119,NA,0.336431806
41,41,0.334608548,NA,0.334623562
42,42,0.335747495,NA,0.334057844
43,43,0.333190336,NA,0.33421213
44,44,0.334298371,NA,0.334357062
45,45,0.333450376,NA,0.33534792
46,46,0.33115151,NA,0.333156569
47,47,NA,NA,0.333609905
48,48,0.335266496,NA,0.332262325
49,49,0.335183263,NA,0.333312226
50,50,NA,NA,0.331646908
51,51,0.334843174,NA,0.332159944
52,52,0.333944281,NA,0.333436999
53,53,0.333473118,NA,0.334193855
54,54,NA,NA,0.330775105
55,55,NA,NA,0.333199669
56,56,0.335505443,NA,0.335230952
57,57,0.335854385,NA,0.336688384
58,58,0.335544741,NA,0.336807172
59,59,NA,NA,0.334141527
60,60,0.335927589,NA,0.335268962
61,61,0.336326247,NA,0.334032406
62,62,0.33212667,NA,0.333221076
63,63,0.333484641,NA,0.332756961
64,64,NA,NA,0.333734384
65,65,0.333686298,NA,0.333163309
66,66,NA,NA,0.33372035
67,67,0.333507038,NA,0.334619487
68,68,0.332823619,NA,0.334441055
69,69,0.33385317,NA,0.33429667
70,70,0.332779007,NA,0.335096045
71,71,0.332925512,NA,0.334930923
72,72,NA,NA,0.337119428
73,73,0.332687724,NA,0.338209842
74,74,0.332466699,NA,0.336145668
75,75,0.335254296,NA,0.333243392
76,76,0.332992298,NA,0.334410242
77,77,0.332969715,NA,0.334622171
78,78,NA,NA,0.333725403
79,79,0.332445304,NA,0.335164193
80,80,0.334123765,NA,0.33523483
81,81,0.334178534,NA,0.334110944
82,82,NA,NA,0.337559008
83,83,0.333907,NA,0.334804115
84,84,0.332571311,NA,0.339691687
85,85,0.333403589,NA,0.338123491
86,86,0.332946024,NA,0.339334782
87,87,0.332637189,NA,0.339203195
88,88,0.336047465,NA,0.339363309
89,89,NA,NA,0.343606026
90,90,0.331027658,NA,0.343333167
91,91,0.333695564,NA,0.344554939
92,92,0.331500137,NA,0.346325569
93,93,0.332561333,NA,0.348445285
94,94,NA,NA,0.35696516
95,95,0.331904303,NA,0.357400315
96,96,NA,NA,0.364344124
97,97,0.334104344,NA,0.365897304
98,98,0.332421495,NA,0.365164982
99,99,NA,NA,0.373060106
100,100,0.334765073,NA,0.374420131
101,101,NA,NA,0.380033698
102,102,0.334279087,NA,0.376025867
103,103,0.3337044,NA,0.384893201
104,104,0.333755851,NA,0.394051827
105,105,NA,NA,0.407914574
106,106,0.336187434,NA,0.420966099
107,107,0.334416491,NA,0.426538249
108,108,0.335254691,NA,0.441239494
109,109,0.33892799,NA,0.410753357
110,110,0.337799406,NA,0.419591404
111,111,NA,NA,0.428615357
112,112,0.336572545,NA,0.43828357
113,113,0.337052315,NA,0.444263429
114,114,0.336140726,NA,0.422834144
115,115,0.336104723,NA,0.422020071
116,116,0.336946552,NA,0.412008044
117,117,0.337813433,NA,0.416115953
118,118,NA,NA,0.420987727
119,119,0.338404832,NA,0.42188775
120,120,0.338121456,NA,0.416649139
121,121,0.337887334,NA,0.342072582
122,122,NA,NA,0.422165078
123,123,0.339327877,NA,0.413951831
124,124,0.339686853,NA,0.418838952
125,125,0.340735439,NA,0.424810084
126,126,NA,NA,0.440037739
127,127,0.341107684,NA,0.457442658
128,128,0.341799157,NA,0.45905265
129,129,NA,NA,0.435483127
130,130,NA,NA,0.433092032
131,131,NA,NA,0.434209265
132,132,0.343181446,NA,0.437976835
133,133,0.340447388,NA,0.456828452
134,134,0.340896646,NA,0.444046191
135,135,NA,NA,0.417676796
136,136,NA,NA,0.444448181
137,137,0.347591788,NA,0.427699767
138,138,NA,NA,0.426300251
139,139,NA,NA,0.417229754
140,140,0.342395555,NA,0.418813434
141,141,NA,NA,0.409909556
142,142,0.342479908,0.35879661,0.414219934
143,143,NA,0.363128192,0.396948823
144,144,NA,0.362192129,0.402950378
145,145,0.346152047,0.359665158,0.421121485
146,146,0.348178863,0.366539279,0.406976654
147,147,NA,0.37373811,0.411422006
148,148,NA,0.367263943,0.411257637
149,149,0.354961792,0.380110927,0.401711269
150,150,0.356540561,0.377119158,0.40254986
151,151,NA,0.391490579,0.402809251
152,152,0.365285057,0.398056061,NA
153,153,0.36017472,0.387828343,NA
154,154,0.372558273,0.388487168,NA
155,155,0.367694202,0.398125739,NA
156,156,0.379254742,0.382979773,NA
157,157,NA,0.408178862,NA
158,158,NA,0.399419305,NA
159,159,NA,0.411845723,NA
160,160,0.387190033,0.381682105,NA
161,161,0.377244667,0.40715419,NA
162,162,NA,0.4401584,NA
163,163,0.378382181,0.391343957,NA
164,164,0.389160412,0.437885788,NA
165,165,NA,0.420065294,NA
166,166,NA,0.418053863,NA
167,167,0.406745966,0.410963944,NA
168,168,NA,0.41902436,NA
169,169,0.393836421,0.411330774,NA
170,170,0.40669313,0.41999255,NA
171,171,NA,0.438454337,NA
172,172,NA,0.435221603,NA
173,173,NA,0.401762105,NA
174,174,NA,0.409898053,NA
175,175,NA,0.413072049,NA
176,176,0.392879964,0.42520538,NA
177,177,0.388755903,0.429572917,NA
178,178,NA,0.438081236,NA
179,179,0.378816637,0.432507658,NA
180,180,0.371882169,0.426216307,NA
181,181,0.366265317,0.417572553,NA
182,182,NA,0.395207756,NA
183,183,0.385210608,0.393206571,NA
184,184,0.381738022,0.419015707,NA
185,185,NA,0.436698629,NA
