,DOY,green relative Year2015.C10,green relative Year2014,green relative Year2013
1,1,0.347225164,0.314211092,0.346172606
2,2,0.349071771,0.314093139,0.345809054
3,3,0.33808408,0.317362455,0.345333019
4,4,0.344575577,0.316220971,0.346206995
5,5,0.343855775,NA,0.346160584
6,6,0.337120195,0.316126827,0.346294927
7,7,0.344070431,NA,0.345761328
8,8,0.339857986,0.316080167,0.346214079
9,9,0.346044397,0.314905161,0.343425457
10,10,0.340269203,0.317320853,0.348098947
11,11,0.340518439,NA,0.347041144
12,12,0.345294945,0.326834515,0.348605945
13,13,0.34153244,0.314349472,0.344484861
14,14,0.341213521,0.324185616,0.349962359
15,15,0.345015856,0.326016208,0.343994976
16,16,0.345089886,0.319351946,0.348109399
17,17,0.34023988,0.326567188,0.346967354
18,18,0.343885556,NA,0.346032457
19,19,0.346331468,NA,0.345023819
20,20,0.339709241,NA,0.347255555
21,21,0.341121158,0.316492709,0.345876898
22,22,0.345035129,0.315150398,0.346671115
23,23,0.337981568,0.314548234,0.344456284
24,24,0.346765991,0.314597676,0.344569813
25,25,0.343778466,0.315578468,0.345809781
26,26,0.344176985,0.319516071,0.347722555
27,27,0.344516377,NA,0.349718827
28,28,0.344229786,NA,0.341691908
29,29,0.342895749,0.316076656,0.349499234
30,30,NA,0.314934944,0.352389277
31,31,0.344197171,NA,0.350210424
32,32,0.344469093,0.316498136,0.338680562
33,33,0.344704015,0.3163364,0.338300706
34,34,0.344267566,0.322012666,0.347129004
35,35,0.34439566,0.317311441,0.346448161
36,36,0.344941301,0.317346794,0.345016674
37,37,0.341802826,0.317514254,0.346134929
38,38,0.345181603,0.314557915,0.34839067
39,39,0.34518688,0.317915033,0.343546467
40,40,0.342572589,0.31520774,0.34718034
41,41,0.345082368,0.315100026,0.346712392
42,42,0.344666496,0.317951688,0.345054367
43,43,0.343054233,0.317303992,0.349325003
44,44,0.345862955,0.317273195,0.347206311
45,45,0.343593775,0.320180418,0.350854751
46,46,0.34530775,0.316120347,0.345797703
47,47,NA,0.315226506,0.346569246
48,48,0.342884494,0.314834535,0.350579434
49,49,0.34411061,0.311159947,0.344942258
50,50,0.345315166,0.317484465,0.346343546
51,51,0.346611131,0.317729705,0.345175073
52,52,0.344593672,0.314070397,0.346029948
53,53,0.345285183,0.315508703,0.346397244
54,54,0.345557957,0.315081882,0.346491402
55,55,0.344217552,0.316226377,0.349964384
56,56,0.345258425,0.313900403,0.349658995
57,57,0.344610398,0.317234639,0.346208323
58,58,0.343910179,0.315340733,0.349388058
59,59,0.345395592,0.314823182,0.350420096
60,60,0.343995079,0.315803348,0.354087909
61,61,0.344017857,0.315853977,0.352864192
62,62,0.34318122,0.314070763,0.347852444
63,63,0.343123143,0.316200229,0.351052765
64,64,0.344408289,0.315321716,0.347159244
65,65,0.343964557,0.316868953,0.349234501
66,66,0.346093172,0.316958265,0.349684018
67,67,0.344955085,0.316230822,0.347497838
68,68,0.344598737,0.315399822,0.345561357
69,69,0.343925124,0.317580249,0.348559856
70,70,0.346308164,0.315388264,0.351879712
71,71,0.34613538,0.314232001,0.35428204
72,72,0.344454882,NA,0.349196055
73,73,0.344918546,0.317727824,0.345399403
74,74,0.344320659,0.319050744,0.351223732
75,75,0.344529521,0.315880639,0.347305794
76,76,0.345322557,0.318622372,0.347951492
77,77,0.344178857,0.315713923,0.344111407
78,78,0.345312093,NA,0.348985535
79,79,0.344409729,0.316467407,0.34567548
80,80,0.345767816,0.31958798,0.350698576
81,81,0.345131105,0.318096182,0.346357148
82,82,0.34332305,0.318249961,0.345582941
83,83,0.345394304,0.314903916,0.347376906
84,84,0.343799179,0.316051833,0.347470817
85,85,0.344566077,0.321641202,0.349407004
86,86,0.345204921,0.31566903,0.346165867
87,87,0.345558873,0.317900379,0.348212841
88,88,0.345220065,0.318011409,0.345754772
89,89,0.346010702,0.32058182,0.343737435
90,90,0.344990679,0.31898414,0.344292165
91,91,0.345279081,0.319270147,0.352781202
92,92,0.347107428,0.316244256,0.34618809
93,93,0.345593417,0.315863212,0.348616217
94,94,0.34558889,0.314820725,0.344190723
95,95,0.347283775,0.315937684,0.350465913
96,96,0.344769961,0.318530304,0.349721202
97,97,0.347611351,0.316050169,0.34406324
98,98,0.345001316,0.322532924,0.353393495
99,99,0.346323197,0.320575362,0.356124549
