,DOY,green relative Year2015.C31,green relative Year2014
87,87,0.331755974,0.342081979
88,88,0.343030998,0.33911405
89,89,0.343867504,0.342275399
90,90,0.345425494,0.335314386
91,91,0.336774221,0.338408065
92,92,0.345963414,0.335296241
93,93,0.341566263,0.337918709
94,94,0.344169366,0.343459851
95,95,0.342032523,0.341293073
96,96,0.341385068,0.339197623
97,97,0.341631405,0.342299021
98,98,0.33988554,0.343297094
99,99,0.339436628,0.338244627
100,100,0.341490961,0.342396324
101,101,0.347057471,0.342718616
102,102,0.345446744,0.332869071
103,103,0.345157518,0.334805268
104,104,0.346595692,0.341577964
105,105,0.345687781,0.34136775
106,106,0.34705069,0.345222807
107,107,0.347590061,0.34545446
108,108,0.344421987,0.344316875
109,109,0.341840175,0.342715233
110,110,0.345797466,0.343820647
111,111,0.346639524,0.342204467
112,112,0.345825199,0.343554724
113,113,0.344005839,0.336314117
114,114,0.347817668,0.334067827
115,115,0.346350143,0.340637353
116,116,0.344376507,0.338570648
117,117,0.3500279,0.333282755
118,118,0.353568363,0.343261949
119,119,0.350090687,0.341526859
120,120,0.352332001,0.336590603
121,121,NA,0.336450899
122,122,0.349118231,0.346085408
123,123,0.357490367,0.344480426
124,124,NA,0.340793668
125,125,NA,0.328674657
126,126,NA,0.341820336
127,127,0.357682825,0.33774835
128,128,0.356277638,0.343817009
129,129,NA,0.347486318
130,130,0.368963861,0.346086371
131,131,0.372800596,0.342142877
132,132,NA,0.355697191
133,133,0.377734682,0.357892782
134,134,0.3785462,0.367771048
135,135,0.390192863,0.365000912
136,136,0.38343346,0.366062008
137,137,0.382761576,0.358076848
138,138,0.387530797,0.379931483
139,139,0.386188246,0.379281721
140,140,0.379886681,0.360165158
141,141,0.39048838,0.381105396
142,142,0.386090975,0.380382981
143,143,0.387854751,0.366430843
144,144,0.381481446,0.382190745
145,145,0.38848002,0.37905127
146,146,0.383983285,0.383619091
147,147,0.382899116,0.358324538
148,148,0.385405283,0.369232946
149,149,0.381839218,0.381421418
150,150,0.37573735,0.38974656
151,151,0.38741873,0.383714739
152,152,0.386125878,0.391985103
153,153,0.387927914,0.380220086
154,154,0.374776252,0.384555481
155,155,0.389431958,0.349686969
156,156,0.380690207,0.372475566
157,157,0.382899209,0.384526635
158,158,0.37841602,0.377557418
159,159,0.38065142,0.37504092
160,160,0.380780136,0.359437693
161,161,0.379103861,0.376841378
162,162,0.37254429,0.375690166
163,163,0.376292403,0.376770466
164,164,0.381801885,0.370703066
165,165,0.379089293,0.367172619
166,166,0.384518013,0.372368457
167,167,0.380734791,0.374302437
168,168,0.378794964,0.376846796
169,169,0.381538086,0.367219052
170,170,0.380523965,0.367936009
171,171,0.376724525,0.365580163
172,172,0.379482603,0.379848778
173,173,0.375060274,0.376320161
174,174,0.3844608,0.374253304
175,175,0.377203016,0.368518408
176,176,0.373151837,0.367917616
177,177,0.38582142,0.376663549
178,178,0.374676942,0.369125128
179,179,0.379189953,0.358498002
180,180,0.372262327,0.377637909
181,181,0.372491618,0.378717678
182,182,0.377414529,0.372950824
183,183,0.379063547,0.363738923
184,184,0.369332688,0.363306992
185,185,0.373719467,0.364851604
186,186,0.372133323,0.370048952
187,187,0.371037594,0.366787802
188,188,0.372818875,0.373018273
189,189,0.370670131,0.371855078
190,190,0.375744153,0.368652852
191,191,0.370513448,0.373552835
192,192,0.369766311,0.371380401
193,193,0.368162325,0.37019614
194,194,0.372714718,0.366053441
195,195,0.369954951,0.366029189
196,196,0.36962981,0.364567005
197,197,0.372770245,0.37552305
198,198,0.368678308,0.375700345
199,199,0.367332032,0.369332643
200,200,0.370208888,0.363297955
201,201,0.369252875,0.368264258
202,202,0.366834492,0.365686214
203,203,0.368425028,0.369969994
204,204,0.370724137,0.369475453
205,205,0.374971742,0.371366734
206,206,0.367963556,0.367201498
207,207,0.371746505,0.370315764
208,208,0.370151522,0.369312561
209,209,0.374731398,0.373573142
210,210,0.365270231,0.370598047
211,211,0.371973093,0.372210529
212,212,0.371537427,0.376603405
213,213,0.373566956,0.369155822
214,214,0.370931878,NA
215,215,0.37168008,0.364507817
216,216,0.372020482,0.363701355
217,217,0.377196564,0.365642763
218,218,0.374150128,NA
219,219,0.370503223,NA
220,220,0.369580397,NA
221,221,0.374971763,NA
222,222,0.375535653,NA
223,223,0.368747297,NA
224,224,0.370672438,NA
225,225,0.371518295,NA
226,226,0.374462134,NA
227,227,0.369390578,NA
228,228,0.371579155,NA
229,229,0.37308798,NA
230,230,0.368602969,NA
231,231,0.375659088,NA
232,232,0.367655509,NA
233,233,0.367002179,NA
234,234,0.369479992,NA
235,235,0.362895088,NA
236,236,0.369574994,NA
237,237,0.374097831,NA
238,238,0.372226239,NA
239,239,0.373465638,NA
240,240,0.36752034,NA
241,241,0.369813912,NA
242,242,0.364014051,NA
243,243,0.370046049,NA
244,244,0.370351387,NA
245,245,0.371981344,NA
246,246,0.368706073,NA
247,247,0.371092799,NA
248,248,0.369301522,NA
249,249,0.365663287,NA
250,250,0.372092835,NA
251,251,0.373944352,NA
252,252,0.373194746,NA
253,253,0.369266673,NA
254,254,0.364537546,NA
255,255,0.377139951,NA
256,256,0.365861244,NA
257,257,0.370154205,NA
258,258,0.368641923,NA
259,259,0.366520396,NA
260,260,0.371675966,0.36512468
261,261,NA,0.371051218
262,262,0.351933067,0.367739103
263,263,NA,0.366658686
264,264,0.357556687,0.369478359
265,265,0.369144879,0.367633634
266,266,0.369358323,0.367182633
267,267,0.369601801,0.370371146
268,268,0.361641544,0.360031078
269,269,0.353208653,0.368707465
270,270,0.365032876,0.366538107
271,271,0.356441627,0.352169048
272,272,0.362816232,0.366075883
273,273,0.359393407,0.370102334
274,274,0.339715206,0.353868929
275,275,0.353853624,0.363649606
276,276,0.333084534,0.366355325
277,277,NA,0.363068024
278,278,NA,0.360936774
279,279,NA,0.362790861
280,280,0.343047016,0.362556814
281,281,0.350121957,0.357701041
282,282,0.352403241,0.350069547
283,283,0.351049691,0.356303314
284,284,0.3409329,0.352603726
285,285,0.336788034,0.337677568
286,286,0.347495373,0.351439526
287,287,0.345595879,0.342232769
288,288,0.345015754,0.343895953
289,289,0.342235251,0.345863931
290,290,0.347249966,0.349363831
291,291,0.347337708,0.347254584
292,292,0.346643517,0.343386692
293,293,0.345335422,0.345245945
294,294,0.344008627,0.341808606
295,295,0.344006008,0.344756147
296,296,0.343787916,0.341562776
297,297,0.342651843,0.337326214
298,298,0.343473543,0.343713403
299,299,0.343340285,0.34256001
300,300,0.344324337,0.342781342
301,301,0.342758412,0.343545155
302,302,0.347391944,0.342707782
303,303,0.342702691,0.34146615
304,304,0.343367601,0.344008655
305,305,0.341515047,0.344257322
306,306,0.343551755,0.343029816
307,307,0.345829077,0.347018898
308,308,0.343626981,0.333388502
309,309,0.341541746,0.342909747
310,310,0.344192936,0.343926592
311,311,0.343767776,0.345648251
312,312,0.346037539,0.342654308
313,313,0.345802359,0.347201558
314,314,0.344007244,0.343133468
315,315,0.342544915,0.33822665
316,316,0.347588312,0.345275521
317,317,0.34288855,0.34395385
318,318,0.345704047,0.342591383
319,319,0.342737386,0.344398195
320,320,0.341647552,0.343855704
321,321,0.340493633,0.342271647
322,322,0.345051245,0.343830223
323,323,0.35133178,0.344550651
324,324,0.342930137,0.343325708
325,325,0.343679905,0.342614292
326,326,0.336343499,0.342064042
327,327,0.343058753,0.345457445
328,328,0.341609017,0.34852805
329,329,0.343946597,0.343639425
330,330,0.342264103,0.343910054
331,331,0.344167625,0.349189448
332,332,0.342583154,0.340180374
333,333,0.332802989,0.341233076
334,334,0.346258255,0.342768737
335,335,0.341476167,0.350931952
336,336,0.343576007,0.344191146
337,337,0.338518364,0.343571983
338,338,0.341873975,0.343798973
339,339,0.340213696,0.346062826
340,340,0.343030163,0.34594798
341,341,0.343178204,0.346722115
342,342,0.343521483,0.34540971
343,343,0.348225532,0.345205991
344,344,0.342355159,0.342476936
345,345,0.346519117,0.347332362
346,346,0.342944766,0.34242124
347,347,0.341582058,NA
348,348,0.342885937,0.345182458
349,349,0.344692708,0.345823691
350,350,0.340096365,0.341444747
351,351,0.339677784,0.346322963
352,352,0.34775211,0.345526361
353,353,0.349000199,0.343461651
354,354,0.340088752,0.335424143
355,355,0.34325087,0.338903733
356,356,0.342010767,0.344799856
357,357,0.343276257,0.345619884
358,358,0.346239094,0.345991135
359,359,0.349374662,0.346731146
360,360,0.348477899,0.343124695
361,361,0.347515983,0.353696097
362,362,0.347329528,0.340922807
363,363,0.351026577,0.33782337
364,364,0.344474335,0.339077305
365,365,0.345933005,0.344467393
