,DOY,green relative Year2015.C54,green relative Year2014,green relative Year2013
1,1,0.318960596,0.317071956,0.315638782
2,2,0.318615821,0.319266156,0.316253413
3,3,0.306245034,0.316361818,0.315611618
4,4,0.31229145,0.31915422,0.314128889
5,5,0.318759059,0.319370176,0.315583305
6,6,0.321859847,0.316232714,0.315209634
7,7,0.321621428,NA,0.315880377
8,8,0.31964786,0.320898534,0.315809326
9,9,0.317673959,0.31937821,0.316845616
10,10,0.317613486,0.316903464,0.319463415
11,11,0.3229035,NA,0.310496823
12,12,NA,NA,0.31803327
13,13,0.318017087,NA,0.317153595
14,14,0.319443126,NA,0.316462891
15,15,0.321491935,NA,0.314393365
16,16,0.319981427,NA,0.314367657
17,17,0.322436735,NA,0.316057205
18,18,0.321180664,NA,0.310559815
19,19,0.321102825,NA,0.316300445
20,20,0.320764904,NA,NA
21,21,0.321682688,0.315839753,0.312970912
22,22,0.320646635,0.317351966,0.311100804
23,23,0.319877979,NA,0.31449056
24,24,0.320942471,NA,0.310984322
25,25,0.322315546,NA,0.314163113
26,26,0.320439193,NA,0.316163398
27,27,0.321348191,NA,0.315750837
28,28,0.321161435,NA,0.304309688
29,29,0.324405065,0.317282032,NA
30,30,NA,0.320700489,0.308355178
31,31,0.320614516,0.317730991,0.315684235
32,32,0.320417478,0.320069192,0.318882528
33,33,0.318887556,0.318388143,0.317906106
34,34,0.321339264,0.317538131,0.315231618
35,35,0.320403063,0.318030188,0.315101923
36,36,0.320253277,0.319891608,0.31683885
37,37,0.320507714,0.317998092,0.314500905
38,38,0.322553707,0.317779654,0.317815758
39,39,0.323755192,0.315902428,0.320770495
40,40,0.320721171,0.31718092,0.316885189
41,41,0.32054573,0.317946759,0.318895947
42,42,0.322888529,0.316373452,0.317048935
43,43,0.318446125,0.316380061,0.315949602
44,44,0.320543981,0.317755985,0.316954221
45,45,0.319770485,0.316982443,0.31687957
46,46,0.318539952,0.31642672,0.317047641
47,47,0.320480042,0.316540233,0.313823317
48,48,0.322109562,0.317891872,0.313542154
49,49,0.318651498,0.317927957,0.315738923
50,50,NA,0.319022133,0.313463749
51,51,0.319498864,0.319154462,0.316865212
52,52,0.320433939,0.319758575,0.314580332
53,53,0.319841272,0.316677562,0.318297347
54,54,0.320838963,0.317902564,0.315041835
55,55,0.32033278,0.31374019,0.316525249
56,56,0.32051887,0.318191661,0.315256438
57,57,0.321451454,0.316534089,0.316928729
58,58,0.319772549,0.313424535,0.304564016
59,59,0.320914513,0.314040902,0.314116761
60,60,0.321390321,0.319208793,0.315416012
61,61,0.31978513,0.313845918,0.315458998
62,62,0.321864058,0.313396632,0.317273061
63,63,0.322593487,0.31691335,0.31548248
64,64,0.321052629,0.316447743,0.316891638
65,65,0.321062265,0.315687079,0.316698351
66,66,0.321578777,0.317469556,0.31599144
67,67,0.320381748,0.317676467,0.31643145
68,68,0.321176324,0.316409876,0.317652197
69,69,0.323245958,0.318896945,0.316976608
70,70,0.321142613,0.318773357,0.307678089
71,71,0.322318109,NA,0.31627322
72,72,0.322445885,0.315799132,0.315110929
73,73,0.317095738,0.319323712,0.311363134
74,74,0.320337084,0.316723551,0.316449181
75,75,0.322927642,0.316121032,0.315505192
76,76,0.321603656,0.317151401,0.315553533
77,77,0.32252074,0.317604742,0.314808653
78,78,0.322020016,0.309784586,0.31524893
79,79,0.322070674,0.316789261,0.318804056
80,80,0.316149693,0.318871225,0.315486958
81,81,0.321395893,0.317226357,0.314974625
