,DOY,green relative Year2015.C26,green relative Year2014,green relative Year2013
1,1,0.335791653,NA,0.34512987
2,2,0.328925748,NA,0.349506254
3,3,0.33095167,NA,0.344211923
4,4,0.331291908,NA,0.341677521
5,5,0.339903952,NA,0.344855367
6,6,0.336290989,NA,0.344461878
7,7,0.330195703,NA,0.342660264
8,8,0.334563811,NA,0.34435272
9,9,0.341604974,NA,0.412921256
10,10,0.340935932,NA,NA
11,11,0.332167244,NA,NA
12,12,0.331121378,NA,0.357319996
13,13,0.331240951,NA,0.356437182
14,14,0.329898725,NA,0.356500495
15,15,0.32846799,NA,0.356985265
16,16,0.342418219,NA,0.355569932
17,17,0.342448882,NA,0.359860116
18,18,0.334081709,NA,0.332212757
19,19,0.337376058,NA,0.340214286
20,20,0.335142985,NA,0.340416611
21,21,0.3387915,NA,0.340040695
22,22,0.330090662,NA,0.339800565
23,23,0.331182505,NA,0.339135382
24,24,0.333597518,NA,0.340079467
25,25,0.338121992,NA,0.334786848
26,26,0.33235468,NA,0.348479709
27,27,0.331604945,NA,0.34301415
28,28,0.341629032,NA,0.341815927
29,29,0.330218373,NA,0.344627027
30,30,NA,NA,0.352052775
31,31,0.332657246,NA,0.337924172
32,32,NA,NA,0.337913963
33,33,NA,NA,0.342404656
34,34,NA,NA,0.343885327
35,35,NA,NA,0.343036186
36,36,NA,NA,0.339013515
37,37,NA,NA,0.339167837
38,38,NA,NA,0.346329988
39,39,NA,NA,0.378775262
40,40,NA,NA,0.338237423
41,41,NA,NA,0.343446607
42,42,NA,NA,0.34958886
43,43,NA,NA,0.345420984
44,44,NA,NA,0.345639656
45,45,NA,NA,0.33785762
46,46,NA,NA,0.343815642
47,47,NA,NA,0.332143135
48,48,NA,NA,0.337006923
49,49,NA,NA,0.338385872
50,50,NA,NA,0.341375789
51,51,NA,NA,0.338464282
52,52,NA,NA,0.336194093
53,53,NA,NA,0.332906911
54,54,NA,NA,0.344815708
55,55,NA,NA,0.334564705
56,56,0.332644385,NA,0.340222018
57,57,0.331229235,NA,NA
58,58,0.337044619,NA,NA
59,59,NA,NA,0.334702741
60,60,NA,NA,0.333974193
61,61,NA,NA,0.330974871
62,62,NA,NA,0.331600581
63,63,0.33157498,NA,0.333365704
64,64,NA,NA,0.339275659
65,65,NA,NA,0.336587963
66,66,NA,NA,0.331982201
67,67,NA,NA,0.333386547
68,68,NA,NA,0.334778495
69,69,0.330313326,NA,0.335455736
70,70,0.330943769,NA,0.334824342
71,71,0.332136396,NA,0.333070093
72,72,0.332932266,NA,0.332798795
73,73,0.331847907,NA,0.33262999
74,74,0.338219726,NA,NA
75,75,0.335236603,NA,NA
76,77,0.332339364,NA,0.336584115
77,78,0.333562587,NA,0.333227957
78,79,0.331666787,NA,0.333869249
79,80,0.334389072,NA,0.333496695
80,81,0.333080664,NA,0.336452485
81,82,0.331695455,NA,0.342303256
82,83,0.332116527,NA,0.337997694
